id,timestamp,vehicle_id,traffic_density,network_quality,battery,speed,task_type,rl_decision,final_decision,adaptation_reason,explanation
1737,2026-06-24 16:26:53,vehicle_4,LOW,MODERATE,47.95,5.23,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1738,2026-06-24 16:26:54,vehicle_29,MEDIUM,MODERATE,84.01,6.08,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1739,2026-06-24 16:26:55,vehicle_11,MEDIUM,MODERATE,50.02,19.02,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1740,2026-06-24 16:26:57,vehicle_19,LOW,MODERATE,23.2,14.01,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1741,2026-06-24 16:26:58,vehicle_22,LOW,MODERATE,90.03,16.64,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1742,2026-06-24 16:26:59,vehicle_23,LOW,MODERATE,56.64,9.36,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1743,2026-06-24 16:27:00,vehicle_11,HIGH,MODERATE,63.45,6.57,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1744,2026-06-24 16:27:01,vehicle_25,MEDIUM,MODERATE,20.92,14.21,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1745,2026-06-24 16:27:02,vehicle_20,MEDIUM,MODERATE,49.93,6.25,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1746,2026-06-24 16:27:03,vehicle_5,HIGH,MODERATE,59.19,11.53,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1747,2026-06-24 16:27:04,vehicle_13,MEDIUM,MODERATE,27.48,21.64,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1748,2026-06-24 16:27:06,vehicle_16,HIGH,MODERATE,52.71,10.33,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1749,2026-06-24 16:27:07,vehicle_28,LOW,MODERATE,49.16,10.29,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1750,2026-06-24 16:27:08,vehicle_30,MEDIUM,MODERATE,58.26,7.09,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1751,2026-06-24 16:27:09,vehicle_18,MEDIUM,MODERATE,55.8,20.9,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1752,2026-06-24 16:27:10,vehicle_18,MEDIUM,MODERATE,65.0,11.29,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1753,2026-06-24 16:27:11,vehicle_24,HIGH,MODERATE,78.88,9.07,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1754,2026-06-24 16:27:12,vehicle_12,HIGH,MODERATE,75.97,7.74,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1755,2026-06-24 16:27:13,vehicle_17,LOW,MODERATE,82.74,8.93,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1756,2026-06-24 16:27:15,vehicle_8,HIGH,MODERATE,48.54,21.06,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1757,2026-06-24 16:27:16,vehicle_21,MEDIUM,MODERATE,74.78,18.16,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1758,2026-06-24 16:27:17,vehicle_4,LOW,MODERATE,58.4,17.95,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1759,2026-06-24 16:27:18,vehicle_25,MEDIUM,MODERATE,55.09,7.58,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1760,2026-06-24 16:27:19,vehicle_8,MEDIUM,MODERATE,81.6,16.22,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1761,2026-06-24 16:27:20,vehicle_9,LOW,MODERATE,66.95,16.56,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1762,2026-06-24 16:27:22,vehicle_25,LOW,MODERATE,93.01,14.42,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1763,2026-06-24 16:27:23,vehicle_2,HIGH,MODERATE,30.68,21.11,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
1764,2026-06-24 16:27:24,vehicle_6,LOW,MODERATE,95.17,12.39,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1765,2026-06-24 16:27:25,vehicle_12,LOW,MODERATE,46.49,21.99,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1766,2026-06-24 16:27:26,vehicle_26,LOW,MODERATE,27.52,9.91,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1767,2026-06-24 16:27:27,vehicle_5,HIGH,MODERATE,48.29,18.99,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1768,2026-06-24 16:27:28,vehicle_6,MEDIUM,MODERATE,99.87,11.61,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1769,2026-06-24 16:27:30,vehicle_3,MEDIUM,MODERATE,98.1,5.49,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1770,2026-06-24 16:27:31,vehicle_19,MEDIUM,MODERATE,63.83,16.02,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1771,2026-06-24 16:27:32,vehicle_20,HIGH,MODERATE,42.97,20.36,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1772,2026-06-24 16:27:33,vehicle_23,LOW,MODERATE,82.2,12.06,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1773,2026-06-24 16:27:34,vehicle_6,LOW,MODERATE,46.43,8.23,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1774,2026-06-24 16:27:35,vehicle_9,HIGH,MODERATE,61.93,6.2,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1775,2026-06-24 16:27:37,vehicle_2,MEDIUM,MODERATE,81.87,5.52,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1776,2026-06-24 16:27:38,vehicle_19,HIGH,MODERATE,54.58,8.86,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1777,2026-06-24 16:27:39,vehicle_25,LOW,MODERATE,69.53,14.49,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1778,2026-06-24 16:27:40,vehicle_8,LOW,MODERATE,93.64,9.17,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1779,2026-06-24 16:27:41,vehicle_7,LOW,MODERATE,73.46,6.1,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1780,2026-06-24 16:27:42,vehicle_29,HIGH,MODERATE,84.42,5.71,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1781,2026-06-24 16:27:43,vehicle_19,HIGH,MODERATE,98.57,6.57,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1782,2026-06-24 16:27:44,vehicle_9,HIGH,MODERATE,66.05,6.44,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1783,2026-06-24 16:27:45,vehicle_8,MEDIUM,MODERATE,45.55,10.34,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1784,2026-06-24 16:27:46,vehicle_22,HIGH,MODERATE,60.01,13.15,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1785,2026-06-24 16:27:47,vehicle_16,LOW,MODERATE,65.98,15.62,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1786,2026-06-24 16:27:49,vehicle_23,LOW,MODERATE,66.32,7.22,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1787,2026-06-24 16:27:50,vehicle_30,MEDIUM,MODERATE,29.78,11.94,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1788,2026-06-24 16:27:51,vehicle_10,LOW,MODERATE,75.85,16.13,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1789,2026-06-24 16:27:52,vehicle_18,LOW,MODERATE,51.16,7.91,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1790,2026-06-24 16:27:53,vehicle_10,HIGH,MODERATE,35.21,5.93,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1791,2026-06-24 16:27:54,vehicle_13,MEDIUM,MODERATE,79.38,19.63,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1792,2026-06-24 16:27:55,vehicle_21,HIGH,MODERATE,70.36,7.77,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1793,2026-06-24 16:27:56,vehicle_24,LOW,MODERATE,35.42,7.65,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"Vehicle battery is low, so local execution may be risky. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1794,2026-06-24 16:27:57,vehicle_7,HIGH,MODERATE,59.79,7.49,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1795,2026-06-24 16:27:58,vehicle_14,LOW,MODERATE,78.55,16.29,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1796,2026-06-24 16:27:59,vehicle_20,HIGH,MODERATE,45.04,7.62,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1797,2026-06-24 16:28:00,vehicle_25,LOW,MODERATE,26.86,16.76,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1798,2026-06-24 16:28:02,vehicle_13,LOW,MODERATE,39.63,5.72,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1799,2026-06-24 16:28:03,vehicle_22,MEDIUM,MODERATE,98.43,19.62,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1800,2026-06-24 16:28:04,vehicle_28,MEDIUM,MODERATE,64.81,15.49,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1801,2026-06-24 16:28:05,vehicle_16,LOW,MODERATE,89.18,8.44,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1802,2026-06-24 16:28:06,vehicle_3,HIGH,MODERATE,78.96,19.55,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1803,2026-06-24 16:28:07,vehicle_18,HIGH,MODERATE,55.92,10.45,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1804,2026-06-24 16:28:08,vehicle_4,HIGH,MODERATE,44.22,7.94,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1805,2026-06-24 16:28:09,vehicle_11,LOW,MODERATE,62.95,8.03,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1806,2026-06-24 16:28:10,vehicle_7,LOW,MODERATE,51.12,21.41,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1807,2026-06-24 16:28:11,vehicle_15,HIGH,MODERATE,77.94,8.42,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1808,2026-06-24 16:28:12,vehicle_22,MEDIUM,MODERATE,40.23,15.23,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1809,2026-06-24 16:28:13,vehicle_9,LOW,MODERATE,86.84,5.98,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1810,2026-06-24 16:28:14,vehicle_7,LOW,MODERATE,29.25,18.69,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
1811,2026-06-24 16:28:15,vehicle_22,MEDIUM,MODERATE,97.46,13.63,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1812,2026-06-24 16:28:16,vehicle_1,HIGH,MODERATE,56.78,20.08,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1813,2026-06-24 16:28:17,vehicle_3,LOW,MODERATE,94.52,15.03,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1814,2026-06-24 16:28:19,vehicle_27,MEDIUM,MODERATE,20.13,12.38,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1815,2026-06-24 16:28:20,vehicle_27,HIGH,MODERATE,75.01,20.63,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1816,2026-06-24 16:28:21,vehicle_15,LOW,MODERATE,65.83,7.43,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1817,2026-06-24 16:28:22,vehicle_11,LOW,MODERATE,72.36,9.09,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1818,2026-06-24 16:28:23,vehicle_27,MEDIUM,MODERATE,41.45,7.16,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1819,2026-06-24 16:28:25,vehicle_17,MEDIUM,MODERATE,47.12,21.45,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1820,2026-06-24 16:28:26,vehicle_6,MEDIUM,MODERATE,42.96,14.45,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1821,2026-06-24 16:28:27,vehicle_16,HIGH,MODERATE,34.0,18.37,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1822,2026-06-24 16:28:28,vehicle_1,HIGH,MODERATE,58.73,21.72,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1823,2026-06-24 16:28:29,vehicle_7,MEDIUM,MODERATE,98.14,15.76,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1824,2026-06-24 16:28:30,vehicle_8,HIGH,MODERATE,25.52,10.78,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1825,2026-06-24 16:28:31,vehicle_22,LOW,MODERATE,84.19,12.15,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1826,2026-06-24 16:28:32,vehicle_3,MEDIUM,MODERATE,21.63,20.95,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1827,2026-06-24 16:28:33,vehicle_4,MEDIUM,MODERATE,88.13,14.75,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1828,2026-06-24 16:28:34,vehicle_18,HIGH,MODERATE,27.02,19.86,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1829,2026-06-24 16:28:35,vehicle_8,MEDIUM,MODERATE,70.53,6.2,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1830,2026-06-24 16:28:35,vehicle_20,HIGH,MODERATE,46.45,14.19,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1831,2026-06-24 16:28:36,vehicle_11,MEDIUM,MODERATE,46.88,18.24,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1832,2026-06-24 16:28:37,vehicle_17,HIGH,MODERATE,81.44,16.67,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1833,2026-06-24 16:28:39,vehicle_7,MEDIUM,MODERATE,23.24,11.05,obstacle_detection,VEHICLE,EDGE,High predicted congestion detected; VEHICLE execution overridden to EDGE.,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1834,2026-06-24 16:28:39,vehicle_5,HIGH,MODERATE,60.56,15.99,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1835,2026-06-24 16:28:41,vehicle_26,HIGH,MODERATE,80.04,11.06,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1836,2026-06-24 16:28:41,vehicle_13,LOW,MODERATE,21.96,6.41,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,"Vehicle battery is low, so local execution may be risky. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
1837,2026-06-24 16:28:43,vehicle_2,LOW,MODERATE,85.94,14.09,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1838,2026-06-24 16:28:43,vehicle_2,LOW,MODERATE,52.31,6.29,obstacle_detection,CLOUD,CLOUD,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
1839,2026-06-24 16:28:44,vehicle_28,LOW,MODERATE,71.16,17.39,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1840,2026-06-24 16:28:45,vehicle_20,MEDIUM,MODERATE,62.74,14.71,obstacle_detection,EDGE,EDGE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
1841,2026-06-24 16:28:46,vehicle_12,LOW,MODERATE,56.5,14.99,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1842,2026-06-24 16:28:47,vehicle_17,LOW,MODERATE,78.17,14.19,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
1843,2026-06-24 16:28:48,vehicle_7,LOW,MODERATE,96.75,6.94,obstacle_detection,VEHICLE,VEHICLE,RL decision accepted without override.,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
